country,continent,lifeExp,pop,gdpPercap
Belize,Millenials,3,28904,4547
Belize,Millenials,4,26847,5272
Belize,Millenials,4,33746,5098
Belize,Millenials,4,35340,5272
Belize,Millenials,6,25854,5264
Belize,Millenials,7,27885,5448
Belize,Millenials,9,24923,5098
Belize,Millenials,9,33414,5098
Belize,Silent,1,11300,2614
Belize,Silent,1,2303,5098
Belize,Silent,1,6900,3436
Belize,Silent,2,11553,4923
Belize,Silent,2,7345,3960
Bosnia and Herzegovina,Boomers,2,363350,5076
Bosnia and Herzegovina,Boomers,23,458353,5079
Bosnia and Herzegovina,Boomers,84,401567,5079
Bosnia and Herzegovina,Generation X,2,549187,5076
Bosnia and Herzegovina,Generation X,28,554379,5079
Bosnia and Herzegovina,Generation X,96,534512,5079
Bosnia and Herzegovina,Generation Z,1,227491,5079
Bosnia and Herzegovina,Millenials,1,252743,5076
Bosnia and Herzegovina,Millenials,19,252546,5079
Bosnia and Herzegovina,Millenials,2,250924,5079
Bosnia and Herzegovina,Millenials,3,234219,5079
Bosnia and Herzegovina,Millenials,6,274269,5079
Bosnia and Herzegovina,Silent,14,141795,5079
Bosnia and Herzegovina,Silent,37,96222,5079
Brazil,Boomers,1323,11208705,14245
Brazil,Boomers,1458,11612925,13283
Brazil,Boomers,1474,12036068,13191
Brazil,Boomers,1534,12492114,12975
Brazil,Boomers,1703,16593682,5313
Brazil,Boomers,1989,19576126,4156
Brazil,Boomers,2490,22232378,5230
Brazil,Boomers,250,12392001,3516
Brazil,Boomers,269,10798700,1898
Brazil,Boomers,352,13063915,14245
Brazil,Boomers,389,14550395,12975
Brazil,Boomers,418,13532752,13283
Brazil,Boomers,433,14022927,13191
Brazil,Boomers,450,17368864,5313
Brazil,Boomers,456,20645897,4156
Brazil,Boomers,664,23583263,5230
Brazil,Boomers,791,10762900,1898
Brazil,Boomers,945,12198761,3516
Brazil,G.I. Generation,129,840300,1898
Brazil,G.I. Generation,148,5650100,1898
Brazil,G.I. Generation,151,689024,3516
Brazil,G.I. Generation,180,806015,5313
Brazil,G.I. Generation,196,6431086,3516
Brazil,G.I. Generation,215,1077633,4156
Brazil,G.I. Generation,32,988100,1898
Brazil,G.I. Generation,38,1117615,3516
Brazil,G.I. Generation,42,1349701,5313
Brazil,G.I. Generation,45,1750820,4156
Brazil,G.I. Generation,535,5364900,1898
Brazil,G.I. Generation,601,5570146,3516
Brazil,Generation X,1037,17494250,4156
Brazil,Generation X,1084,15852481,5313
Brazil,Generation X,1200,14100257,4156
Brazil,Generation X,1318,13377021,5313
Brazil,Generation X,1464,15374079,5230
Brazil,Generation X,1832,17023785,12161
Brazil,Generation X,2586,24501254,12161
Brazil,Generation X,271,14403448,4156
Brazil,Generation X,2754,24975171,14245
Brazil,Generation X,280,13751800,1898
Brazil,Generation X,2885,25463652,13283
Brazil,Generation X,304,14548740,3516
Brazil,Generation X,3050,26475231,12975
Brazil,Generation X,3053,25965164,13191
Brazil,Generation X,318,13683822,5313
Brazil,Generation X,32,17265236,3516
Brazil,Generation X,34,17729894,3516
Brazil,Generation X,345,17175577,4156
Brazil,Generation X,347,15683286,5313
Brazil,Generation X,35,15693700,1898
Brazil,Generation X,369,15551589,5230
Brazil,Generation X,404,17054489,12161
Brazil,Generation X,41,15622900,1898
Brazil,Generation X,661,13834000,1898
Brazil,Generation X,731,14568361,3516
Brazil,Generation X,805,26488792,14245
Brazil,Generation X,835,26004856,12161
Brazil,Generation X,871,27971096,12975
Brazil,Generation X,877,26979566,13283
Brazil,Generation X,897,27475364,13191
Brazil,Generation Z,41,16175024,13283
Brazil,Generation Z,47,16404101,14245
Brazil,Generation Z,48,16596829,12161
Brazil,Generation Z,50,15923724,13191
Brazil,Generation Z,56,17242386,12161
Brazil,Generation Z,62,15670559,12975
Brazil,Generation Z,63,17044425,14245
Brazil,Generation Z,72,16555477,13191
Brazil,Generation Z,79,16810876,13283
Brazil,Generation Z,84,16299015,12975
Brazil,Millenials,1247,18077858,5230
Brazil,Millenials,1288,17726866,12161
Brazil,Millenials,1313,17644319,13283
Brazil,Millenials,1317,17627508,13191
Brazil,Millenials,1335,17674787,14245
Brazil,Millenials,1358,17606681,12975
Brazil,Millenials,1907,17249585,14245
Brazil,Millenials,1930,17418954,13283
Brazil,Millenials,1982,17601477,12975
Brazil,Millenials,2004,17534209,13191
Brazil,Millenials,36,17734168,5313
Brazil,Millenials,362,17123318,13191
Brazil,Millenials,368,17237481,12161
Brazil,Millenials,371,17094729,12975
Brazil,Millenials,38,18309246,5313
Brazil,Millenials,383,17145894,13283
Brazil,Millenials,393,17492228,13191
Brazil,Millenials,400,17253232,14245
Brazil,Millenials,405,17659079,5230
Brazil,Millenials,413,17180849,14245
Brazil,Millenials,42,17927425,4156
Brazil,Millenials,43,17298023,4156
Brazil,Millenials,455,17398447,13283
Brazil,Millenials,457,17539955,12975
Brazil,Millenials,52,17760955,5230
Brazil,Millenials,54,17107519,5230
Brazil,Silent,1011,11986300,1898
Brazil,Silent,1127,14165486,3516
Brazil,Silent,1175,8908847,5230
Brazil,Silent,1236,10813388,12161
Brazil,Silent,208,7566176,5313
Brazil,Silent,220,8779652,4156
Brazil,Silent,259,10396739,5230
Brazil,Silent,296,12185200,1898
Brazil,Silent,297,1488505,5230
Brazil,Silent,339,12605588,12161
Brazil,Silent,352,2002447,14245
Brazil,Silent,358,1882113,12161
Brazil,Silent,370,2240434,13191
Brazil,Silent,376,2123165,13283
Brazil,Silent,390,2349303,12975
Brazil,Silent,394,14711203,3516
Brazil,Silent,53,2343149,5230
Brazil,Silent,71,3110432,14245
Brazil,Silent,79,2940677,12161
Brazil,Silent,80,3285641,13283
Brazil,Silent,812,6459129,5313
Brazil,Silent,83,3634999,12975
Brazil,Silent,88,3462431,13191
Brazil,Silent,900,7486883,4156
Bulgaria,Boomers,105,624800,2044
Bulgaria,Boomers,106,617000,2451
Bulgaria,Boomers,194,833666,8241
Bulgaria,Boomers,207,831118,8057
Bulgaria,Boomers,209,813732,8137
Bulgaria,Boomers,214,1068843,4003
Bulgaria,Boomers,244,828882,7745
Bulgaria,Boomers,30,606700,2451
Bulgaria,Boomers,307,1127000,1636
Bulgaria,Boomers,36,619200,2044
Bulgaria,Boomers,371,1127394,1680
Bulgaria,Boomers,41,1002925,8057
Bulgaria,Boomers,51,990352,8137
Bulgaria,Boomers,54,1005439,8241
Bulgaria,Boomers,56,1085400,4003
Bulgaria,Boomers,65,1000743,7745
Bulgaria,Boomers,79,1162300,1636
Bulgaria,Boomers,97,1165489,1680
Bulgaria,G.I. Generation,100,282130,1680
Bulgaria,G.I. Generation,161,986100,2451
Bulgaria,G.I. Generation,168,952200,2044
Bulgaria,G.I. Generation,169,161300,1636
Bulgaria,G.I. Generation,174,179200,2451
Bulgaria,G.I. Generation,180,186383,1680
Bulgaria,G.I. Generation,218,166200,2044
Bulgaria,G.I. Generation,294,873400,2451
Bulgaria,G.I. Generation,345,881600,2044
Bulgaria,G.I. Generation,83,233300,1636
Bulgaria,G.I. Generation,94,222700,2044
Bulgaria,G.I. Generation,98,252100,2451
Bulgaria,Generation X,101,562200,1636
Bulgaria,Generation X,102,587705,1680
Bulgaria,Generation X,11,537199,7066
Bulgaria,Generation X,11,667800,2044
Bulgaria,Generation X,14,649200,2451
Bulgaria,Generation X,156,1052572,8241
Bulgaria,Generation X,164,1052928,8057
Bulgaria,Generation X,181,1052298,7745
Bulgaria,Generation X,2,615800,2451
Bulgaria,Generation X,2,632800,2044
Bulgaria,Generation X,20,575493,1680
Bulgaria,Generation X,201,1054285,8137
Bulgaria,Generation X,202,1058086,7066
Bulgaria,Generation X,21,559525,4003
Bulgaria,Generation X,24,601300,1636
Bulgaria,Generation X,26,618000,2451
Bulgaria,Generation X,31,575700,2044
Bulgaria,Generation X,33,1009528,8241
Bulgaria,Generation X,37,550300,1636
Bulgaria,Generation X,37,570536,1680
Bulgaria,Generation X,41,1012070,8057
Bulgaria,Generation X,41,1036483,8137
Bulgaria,Generation X,46,1014327,7745
Bulgaria,Generation X,54,605944,1680
Bulgaria,Generation X,57,1061049,7066
Bulgaria,Generation X,57,566462,7066
Bulgaria,Generation X,76,583573,4003
Bulgaria,Generation X,77,603600,2044
Bulgaria,Generation X,87,627900,1636
Bulgaria,Generation X,90,646500,2451
Bulgaria,Generation Z,1,315034,8057
Bulgaria,Generation Z,1,328547,7745
Bulgaria,Generation Z,1,333559,8057
Bulgaria,Generation Z,1,338094,7066
Bulgaria,Generation Z,2,332601,8137
Bulgaria,Generation Z,2,337969,8241
Bulgaria,Millenials,11,419980,8137
Bulgaria,Millenials,12,477076,8057
Bulgaria,Millenials,13,472176,8241
Bulgaria,Millenials,13,482889,7745
Bulgaria,Millenials,14,394971,7745
Bulgaria,Millenials,20,513893,4003
Bulgaria,Millenials,3,352518,4003
Bulgaria,Millenials,3,371764,4003
Bulgaria,Millenials,32,397784,8057
Bulgaria,Millenials,33,378681,8241
Bulgaria,Millenials,35,467481,7066
Bulgaria,Millenials,36,442991,8137
Bulgaria,Millenials,39,540814,4003
Bulgaria,Millenials,45,418715,7745
Bulgaria,Millenials,47,508827,8241
Bulgaria,Millenials,5,356406,8241
Bulgaria,Millenials,5,482907,1680
Bulgaria,Millenials,56,514523,8057
Bulgaria,Millenials,59,543115,8137
Bulgaria,Millenials,6,374785,8057
Bulgaria,Millenials,6,527300,1636
Bulgaria,Millenials,62,520738,7745
Bulgaria,Millenials,7,509076,8137
Bulgaria,Millenials,7,555500,1636
Bulgaria,Millenials,8,444943,7066
Bulgaria,Silent,113,228209,8057
Bulgaria,Silent,120,227129,8241
Bulgaria,Silent,126,209811,4003
Bulgaria,Silent,128,971686,1680
Bulgaria,Silent,137,224566,7066
Bulgaria,Silent,140,228793,7745
Bulgaria,Silent,184,1009300,1636
Bulgaria,Silent,217,799085,7066
Bulgaria,Silent,242,1177100,2451
Bulgaria,Silent,269,807787,4003
Bulgaria,Silent,278,1217500,2044
Bulgaria,Silent,289,813692,1680
Bulgaria,Silent,349,866200,1636
Bulgaria,Silent,47,380633,8057
Bulgaria,Silent,48,372993,8137
Bulgaria,Silent,60,366672,7066
Bulgaria,Silent,61,378562,7745
Bulgaria,Silent,67,382347,8241
Bulgaria,Silent,71,331686,4003
Bulgaria,Silent,74,979427,7066
Bulgaria,Silent,84,978437,4003
Bulgaria,Silent,86,1197400,2451
Bulgaria,Silent,91,1228400,2044
Bulgaria,Silent,98,226843,8137
Canada,Boomers,1254,4840239,25589
Canada,Boomers,1264,4316200,21871
Canada,Boomers,1341,5018957,38218
Canada,Boomers,148,2257500,15522
Canada,Boomers,154,2388600,24041
Canada,Boomers,215,3629587,54841
Canada,Boomers,241,3756013,55347
Canada,Boomers,255,3887315,55310
Canada,Boomers,363,4287400,21871
Canada,Boomers,393,4830067,25589
Canada,Boomers,418,5018764,38218
Canada,Boomers,605,2240500,15522
Canada,Boomers,683,3455517,54841
Canada,Boomers,703,2372600,24041
Canada,Boomers,770,3586361,55347
Canada,Boomers,812,3724622,55310
Canada,G.I. Generation,111,390200,15522
Canada,G.I. Generation,125,2216700,24041
Canada,G.I. Generation,146,549900,21871
Canada,G.I. Generation,146,644375,25589
Canada,G.I. Generation,149,459600,24041
Canada,G.I. Generation,166,2092200,15522
Canada,G.I. Generation,30,1071636,25589
Canada,G.I. Generation,32,768500,24041
Canada,G.I. Generation,34,642900,15522
Canada,G.I. Generation,34,921200,21871
Canada,G.I. Generation,430,1969600,24041
Canada,G.I. Generation,502,1841000,15522
Canada,Generation X,112,2030972,25589
Canada,Generation X,1127,5074280,54841
Canada,Generation X,119,2177984,25589
Canada,Generation X,1205,5056024,55347
Canada,Generation X,1244,5032714,55310
Canada,Generation X,1292,5088099,49974
Canada,Generation X,13,1844400,15522
Canada,Generation X,141,2431800,21871
Canada,Generation X,154,2335884,49974
Canada,Generation X,23,1882100,24041
Canada,Generation X,385,5018897,55347
Canada,Generation X,390,5032043,54841
Canada,Generation X,400,5003771,55310
Canada,Generation X,402,5044926,49974
Canada,Generation X,409,2366854,49974
Canada,Generation X,415,2236320,38218
Canada,Generation X,430,2131117,25589
Canada,Generation X,484,1970600,24041
Canada,Generation X,484,2226742,25589
Canada,Generation X,5,1751000,15522
Canada,Generation X,507,2051200,21871
Canada,Generation X,560,2224600,15522
Canada,Generation X,7,1798200,24041
Canada,Generation X,744,2489100,21871
Canada,Generation X,85,2143200,15522
Canada,Generation X,94,1888000,24041
Canada,Generation X,96,1972700,21871
Canada,Generation X,96,2188897,38218
Canada,Generation Z,13,1820274,49974
Canada,Generation Z,13,1920567,54841
Canada,Generation Z,15,1927751,55310
Canada,Generation Z,17,1816079,55347
Canada,Generation Z,17,1921981,55347
Canada,Generation Z,18,1815461,54841
Canada,Generation Z,19,1922599,49974
Canada,Generation Z,20,1823010,55310
Canada,Millenials,115,2239759,49974
Canada,Millenials,129,2403433,55347
Canada,Millenials,131,2144094,38218
Canada,Millenials,134,2370185,54841
Canada,Millenials,135,2248192,54841
Canada,Millenials,135,2433660,55310
Canada,Millenials,137,2255895,55347
Canada,Millenials,138,2261173,55310
Canada,Millenials,17,1996147,25589
Canada,Millenials,19,2044772,38218
Canada,Millenials,21,1956700,21871
Canada,Millenials,22,2045200,21871
Canada,Millenials,25,1947297,38218
Canada,Millenials,29,2101448,25589
Canada,Millenials,300,2362807,55310
Canada,Millenials,364,2356694,54841
Canada,Millenials,371,2357806,49974
Canada,Millenials,378,2249377,38218
Canada,Millenials,381,2358461,55347
Canada,Millenials,410,2400784,54841
Canada,Millenials,419,2431632,55347
Canada,Millenials,439,2456335,55310
Canada,Silent,137,2567097,25589
Canada,Silent,157,2403700,21871
Canada,Silent,158,2961910,38218
Canada,Silent,165,772032,38218
Canada,Silent,180,967342,55347
Canada,Silent,184,943428,54841
Canada,Silent,200,917671,49974
Canada,Silent,231,991048,55310
Canada,Silent,237,3510692,49974
Canada,Silent,255,3025600,15522
Canada,Silent,293,3506700,24041
Canada,Silent,45,1389078,55347
Canada,Silent,455,2390741,25589
Canada,Silent,473,2193400,21871
Canada,Silent,49,1347679,49974
Canada,Silent,539,2802901,38218
Canada,Silent,55,1368680,54841
Canada,Silent,58,1211769,38218
Canada,Silent,65,1410630,55310
Canada,Silent,690,3333897,49974
Canada,Silent,774,3046800,15522
Canada,Silent,884,3483200,24041
Chile,Boomers,108,2201632,8256
Chile,Boomers,122,962600,1658
Chile,Boomers,148,1167000,2828
Chile,Boomers,19,957500,1658
Chile,Boomers,27,1162000,2828
Chile,Boomers,271,1658149,5695
Chile,Boomers,285,1250017,16617
Chile,Boomers,288,1296922,17140
Chile,Boomers,308,1345116,15883
Chile,Boomers,339,1205080,15854
Chile,Boomers,35,1697961,5695
Chile,Boomers,457,1920281,5584
Chile,Boomers,50,1351263,15854
Chile,Boomers,512,2175825,8256
Chile,Boomers,52,1397521,16617
Chile,Boomers,52,1494867,15883
Chile,Boomers,54,1445681,17140
Chile,Boomers,70,1949811,5584
Chile,G.I. Generation,100,538000,1658
Chile,G.I. Generation,145,608000,2828
Chile,G.I. Generation,19,732000,2828
Chile,G.I. Generation,21,633700,1658
Chile,G.I. Generation,22,112000,2828
Chile,G.I. Generation,3,141200,1658
Chile,G.I. Generation,3,171000,2828
Chile,G.I. Generation,34,87600,1658
Chile,G.I. Generation,42,133512,5695
Chile,G.I. Generation,5,231756,5695
Chile,G.I. Generation,5,277903,5584
Chile,G.I. Generation,66,162328,5584
Chile,Generation X,1,1203800,1658
Chile,Generation X,127,2417192,15883
Chile,Generation X,130,2401833,17140
Chile,Generation X,133,1239900,1658
Chile,Generation X,134,1256000,2828
Chile,Generation X,138,2385205,16617
Chile,Generation X,149,1250060,5695
Chile,Generation X,150,2348223,13874
Chile,Generation X,158,2367343,15854
Chile,Generation X,191,1229397,5695
Chile,Generation X,20,1218604,5695
Chile,Generation X,216,1284868,5584
Chile,Generation X,23,1230000,2828
Chile,Generation X,27,1216200,1658
Chile,Generation X,279,1241761,8256
Chile,Generation X,3,1236000,2828
Chile,Generation X,305,1256699,5584
Chile,Generation X,307,1289792,13874
Chile,Generation X,32,1219884,5695
Chile,Generation X,38,1244402,5584
Chile,Generation X,48,1249702,5584
Chile,Generation X,49,1222631,8256
Chile,Generation X,516,2389789,17140
Chile,Generation X,536,2408469,15883
Chile,Generation X,555,2370451,16617
Chile,Generation X,575,2350457,15854
Chile,Generation X,607,2329802,13874
Chile,Generation X,78,1257779,13874
Chile,Generation X,9,1240900,1658
Chile,Generation X,9,1276000,2828
Chile,Generation Z,10,1264757,13874
Chile,Generation Z,12,1253907,15854
Chile,Generation Z,12,1280751,15883
Chile,Generation Z,12,1285975,17140
Chile,Generation Z,12,1300696,15854
Chile,Generation Z,18,1311312,13874
Chile,Generation Z,7,1245397,16617
Chile,Generation Z,8,1238965,17140
Chile,Generation Z,8,1292347,16617
Chile,Generation Z,9,1233817,15883
Chile,Millenials,10,1390311,5695
Chile,Millenials,14,1333737,8256
Chile,Millenials,224,1425807,17140
Chile,Millenials,238,1413924,15883
Chile,Millenials,242,1435400,16617
Chile,Millenials,26,1381060,8256
Chile,Millenials,265,1388993,8256
Chile,Millenials,289,1384843,15883
Chile,Millenials,298,1359760,17140
Chile,Millenials,312,1441346,15854
Chile,Millenials,315,1442868,13874
Chile,Millenials,319,1333713,16617
Chile,Millenials,330,1309717,15854
Chile,Millenials,4,1343983,5695
Chile,Millenials,52,1318935,17140
Chile,Millenials,58,1357865,15883
Chile,Millenials,6,1385647,5584
Chile,Millenials,60,1340788,15883
Chile,Millenials,60,1370723,17140
Chile,Millenials,62,1296016,16617
Chile,Millenials,62,1345647,8256
Chile,Millenials,62,1381401,16617
Chile,Millenials,67,1274974,15854
Chile,Millenials,69,1388507,15854
Chile,Millenials,8,1433773,5584
Chile,Millenials,90,1391250,13874
Chile,Silent,10,404348,13874
Chile,Silent,10,429697,16617
Chile,Silent,101,258082,16617
